Rank,Player,Position,Number,OVR,POT,PlayerStyle,ZoneAbility,Nationality,Age,PuckSkills,Deking,HandEye,Passing,PuckControl,Defense,DefensiveAwareness,Faceoffs,ShotBlocking,StickChecking,Senses,Discipline,OffensiveAwareness,Poise,Skating,Acceleration,Agility,Balance,Endurance,Speed,Shooting,SlapShotAccuracy,SlapShotPower,WristShotAccuracy,WristShotPower,Physical,Aggressiveness,BodyChecking,Durability,FightingSkill,Strength,TotalAttributes,AttributeSource,GloveLow,StickLow,FiveHole,GloveHigh,StickHigh,PokeCheck,ReboundControl,Vision,Breakaway,Angles,Recover,Potential,Confidence
19,Sam Carrick,C,10,80,LOW,,,Canada,34,84,84,83,83,84,79,83,70,81,83,82,83,84,79,84,85,84,84,84,85,86,84,87,84,87,82,,85,83,73,86,1988,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
20,Josh Doan,R,91,79,MED,Playmaker,,United States,24,83,83,83,82,83,79,83,69,80,83,81,83,83,78,84,84,83,83,84,85,85,83,87,84,86,82,,85,82,73,86,1975,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
21,Logan Stanley,D,64,79,HIGH,,,Canada,28,79,79,77,80,80,78,86,56,86,84,79,80,80,78,81,81,80,83,80,82,83,79,87,79,87,83,,87,81,76,87,1935,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,HIGH
22,Trevor Kuntar,C,61,78,MED,,,,25,82,82,82,81,82,79,83,69,80,83,81,83,82,77,83,84,83,83,83,84,85,83,87,83,86,82,,85,82,73,86,1966,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
23,Konsta Helenius,C,94,77,MED,,,,20,82,82,82,81,82,78,82,69,80,83,80,83,81,76,83,83,82,83,83,84,84,82,86,82,86,82,,85,81,74,86,1958,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
24,Ryan Johnson,D,33,77,MED,,,,25,77,77,75,78,79,78,85,56,87,84,77,79,77,76,80,80,78,82,79,80,82,77,87,77,86,83,,88,80,76,87,1910,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
25,Tyson Kozak,C,48,76,MED,,,Canada,23,81,81,81,80,81,78,82,69,80,82,79,83,80,75,83,83,82,82,83,84,84,82,86,82,86,81,,85,81,74,85,1949,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
26,Zach Metsa,D,73,76,HIGH,,,United States,27,76,76,74,77,78,78,85,57,87,83,77,79,76,75,79,79,78,81,78,80,81,76,87,76,86,83,,88,80,76,87,1899,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,HIGH
27,Conor Sheary,L,,75,EXACT,,,United States,34,80,80,81,79,80,78,81,68,80,82,79,83,79,74,82,82,82,82,83,83,83,81,86,81,85,81,,85,81,74,85,1937,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
28,Dennis Gilbert,D,,75,MED,,,United States,29,75,75,73,76,77,78,84,57,88,83,76,78,75,75,79,78,77,81,78,79,80,75,86,75,86,83,,89,79,77,87,1888,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
29,Louis Crevier,D,46,75,MED,,,Canada,25,75,75,73,76,77,78,84,57,88,83,76,78,75,75,79,78,77,81,78,79,80,75,86,75,86,83,,89,79,77,87,1888,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
30,Radim Mrtka,D,57,70,MED,,,,19,74,75,72,75,75,78,82,57,89,82,76,77,75,75,76,76,75,78,75,76,78,71,85,72,85,83,,91,76,78,86,1858,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,HIGH
31,Vsevolod Komarov,D,76,69,MED,,,,22,74,75,72,75,75,78,82,57,89,82,75,76,75,75,76,76,75,77,74,76,78,71,85,72,84,83,,91,76,78,86,1854,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
32,Jason Polin,R,,68,MED,,,,27,76,76,77,75,76,76,79,67,78,81,76,83,75,70,80,79,78,79,82,81,81,77,85,77,84,81,,86,77,77,84,1883,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
33,Riley Fiddler-Schultz,C,45,68,MED,,,,24,76,76,77,75,76,76,79,67,78,81,76,83,75,70,80,79,78,79,82,81,81,77,85,77,84,81,,86,77,77,84,1883,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
34,Artem Kriukov,D,,45,,,,,44,74,75,72,75,75,78,79,60,95,77,72,67,75,75,75,76,75,76,74,76,76,71,80,72,81,86,,99,75,85,85,1850,"Estimated (NHL/AHL performance, no site rating)",,,,,,,,,,,,3,EXACT
35,Colten Ellis,G,92,73,,,,,25,,,,65,,,,,,,,,,,,,73,,73,74,,,,,,,,,80,,,1169,Goalie: fully estimated (no site OVR or attributes),73,77,73,79,71,65,72,75,69,78,72,3,LOW
36,Noah Ostlund,C,86,74,,,,,22,80,80,80,78,80,78,81,68,79,82,78,83,78,73,82,82,81,82,83,83,83,80,86,80,85,81,,85,80,75,85,1929,"Estimated (NHL/AHL performance, no site rating)",,,,,,,,,,,,3,LOW
