Rank,Player,Position,Number,OVR,POT,PlayerStyle,ZoneAbility,Nationality,Age,PuckSkills,Deking,HandEye,Passing,PuckControl,Defense,DefensiveAwareness,Faceoffs,ShotBlocking,StickChecking,Senses,Discipline,OffensiveAwareness,Poise,Skating,Acceleration,Agility,Balance,Endurance,Speed,Shooting,SlapShotAccuracy,SlapShotPower,WristShotAccuracy,WristShotPower,Physical,Aggressiveness,BodyChecking,Durability,FightingSkill,Strength,TotalAttributes,AttributeSource,GloveLow,StickLow,FiveHole,GloveHigh,StickHigh,PokeCheck,ReboundControl,Vision,Breakaway,Angles,Recover,Potential,Confidence
15,Alexandre Carrier,D,45,82,LOW,,,Canada,29,82,82,80,83,83,78,87,56,86,85,82,81,83,81,83,84,82,84,82,84,85,82,88,82,87,83,,86,83,75,87,1973,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,LOW
16,Josh Anderson,R,17,82,LOW,,,Canada,32,85,85,84,85,85,80,84,70,81,83,83,83,85,81,85,86,85,84,84,86,86,85,87,86,87,82,,84,84,72,86,2002,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
17,Alex Newhook,C,15,81,MED,,,Canada,25,84,85,84,84,85,80,84,70,81,83,83,83,85,80,84,85,84,84,84,85,86,84,87,85,87,81,,84,83,72,86,1994,Interpolated (estimated from OVR),,,,,,,,,,,,4,MED
18,Alexandre Texier,L,85,80,MED,,,France,26,84,84,83,83,84,79,83,70,81,83,82,83,84,79,84,85,84,84,84,85,86,84,87,84,87,82,,85,83,73,86,1988,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
19,Arber Xhekaj,D,72,79,HIGH,Defensive D-man,,Canada,25,79,79,77,80,80,78,86,56,86,84,79,80,80,78,81,81,80,83,80,82,83,79,87,79,87,83,,87,81,76,87,1935,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,HIGH
20,Zack Bolduc,R,76,79,MED,,,Canada,23,83,83,83,82,83,79,83,69,80,83,81,83,83,78,84,84,83,83,84,85,85,83,87,84,86,82,,85,82,73,86,1975,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
21,Jayden Struble,D,47,78,MED,2 Way D-Man,,United States,24,78,78,76,79,80,78,85,56,87,84,79,80,79,77,81,81,79,82,80,81,82,78,87,78,87,83,,88,81,76,87,1926,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
22,Brett Berard,L,,77,MED,,,United States,23,82,82,82,81,82,78,82,69,80,83,80,83,81,76,83,83,82,83,83,84,84,82,86,82,86,82,,85,81,74,86,1958,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
23,Owen Beck,C,62,77,MED,,,,22,82,82,82,81,82,78,82,69,80,83,80,83,81,76,83,83,82,83,83,84,84,82,86,82,86,82,,85,81,74,86,1958,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
24,Adam Engstrom,D,42,76,MED,,,Sweden,22,76,76,74,77,78,78,85,57,87,83,77,79,76,75,79,79,78,81,78,80,81,76,87,76,86,83,,88,80,76,87,1899,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
25,David Reinbacher,D,64,75,MED,,,Austria,21,75,75,73,76,77,78,84,57,88,83,76,78,75,75,79,78,77,81,78,79,80,75,86,75,86,83,,89,79,77,87,1888,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
26,Maksymilian Szuber,D,55,75,MED,,,Poland,23,75,75,73,76,77,78,84,57,88,83,76,78,75,75,79,78,77,81,78,79,80,75,86,75,86,83,,89,79,77,87,1888,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
27,Alex Belzile,R,60,74,EXACT,,,,34,80,80,80,78,80,78,81,68,79,82,78,83,78,73,82,82,81,82,83,83,83,80,86,80,85,81,,85,80,75,85,1929,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
28,Sam Poulin,R,,74,MED,,,,25,80,80,80,78,80,78,81,68,79,82,78,83,78,73,82,82,81,82,83,83,83,80,86,80,85,81,,85,80,75,85,1929,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
29,Florian Xhekaj,L,63,72,MED,,,,22,78,78,79,76,78,77,80,68,79,82,77,83,76,71,81,81,80,81,82,82,82,79,85,79,85,81,,85,79,75,85,1908,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
30,Ethan Samson,D,,70,MED,,,,22,74,75,72,75,75,78,82,57,89,82,76,77,75,75,76,76,75,78,75,76,78,71,85,72,85,83,,91,76,78,86,1858,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
31,Owen Protz,D,68,66,LOW,,,,20,74,75,72,75,75,78,81,58,90,82,75,75,75,75,75,76,75,76,74,76,78,71,84,72,84,83,,92,75,79,86,1853,Interpolated (estimated from OVR),,,,,,,,,,,,3,LOW
32,Jacob Fowler,G,32,74,--,,,United States,21,,,,68,,,,,,,,,,,,,70,,75,76,,,,,,,,,81,,,1171,Goalie: fully estimated (no site OVR or attributes),71,70,75,70,72,77,68,74,71,78,75,3.5,MED
33,Jakub Dobes,G,75,76,--,,,Czechia,25,,,,64,,,,,,,,,,,,,71,,78,73,,,,,,,,,84,,,1204,Goalie: fully estimated (no site OVR or attributes),75,78,74,81,71,76,72,79,71,79,78,3.5,MED
34,Kaapo Kahkonen,G,34,74,--,,,,30,,,,65,,,,,,,,,,,,,71,,81,68,,,,,,,,,77,,,1177,Goalie: fully estimated (no site OVR or attributes),77,76,76,71,73,67,79,80,68,73,75,3,EXACT
