Rank,Player,Position,Number,OVR,POT,PlayerStyle,ZoneAbility,Nationality,Age,PuckSkills,Deking,HandEye,Passing,PuckControl,Defense,DefensiveAwareness,Faceoffs,ShotBlocking,StickChecking,Senses,Discipline,OffensiveAwareness,Poise,Skating,Acceleration,Agility,Balance,Endurance,Speed,Shooting,SlapShotAccuracy,SlapShotPower,WristShotAccuracy,WristShotPower,Physical,Aggressiveness,BodyChecking,Durability,FightingSkill,Strength,TotalAttributes,AttributeSource,GloveLow,StickLow,FiveHole,GloveHigh,StickHigh,PokeCheck,ReboundControl,Vision,Breakaway,Angles,Recover,Potential,Confidence
11,Dan Vladar,G,80,82,MED,Hybrid,,Czechia,28,,,,84,,,,,,,,,,,,,85,,85,86,,,,,,,,,85,,,1323,Goalie: site OVR + estimated attribute profile,84,85,79,80,82,78,86,81,76,83,84,3.5,MED
12,Jamie Drysdale,D,9,82,MED,,,Canada,24,82,82,80,83,83,78,87,56,86,85,82,81,83,81,83,84,82,84,82,84,85,82,88,82,87,83,,86,83,75,87,1973,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
13,Nick Seeler,D,24,82,MED,Defensive D-man,,United States,33,80,80,79,80,81,79,87,55,89,86,81,81,82,81,81,81,81,82,80,82,85,82,86,85,86,84,,87,82,80,87,1962,Site,,,,,,,,,,,,3,EXACT
14,Rasmus Ristolainen,D,55,81,MED,,,Finland,31,81,81,79,82,82,78,87,56,86,84,81,81,82,80,83,83,82,84,82,83,84,81,88,81,87,82,,86,82,75,87,1961,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
15,Tyson Foerster,R,71,81,MED,,,Canada,24,84,85,84,84,85,80,84,70,81,83,83,83,85,80,84,85,84,84,84,85,86,84,87,85,87,81,,84,83,72,86,1994,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
16,Christian Dvorak,L,22,80,MED,,,United States,30,84,84,83,83,84,79,83,70,81,83,82,83,84,79,84,85,84,84,84,85,86,84,87,84,87,82,,85,83,73,86,1988,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,EXACT
17,Carl Grundstrom,R,91,79,MED,,,Sweden,28,83,83,83,82,83,79,83,69,80,83,81,83,83,78,84,84,83,83,84,85,85,83,87,84,86,82,,85,82,73,86,1975,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
18,Luke Glendening,C,41,79,HIGH,,,United States,37,83,83,83,82,83,79,83,69,80,83,81,83,83,78,84,84,83,83,84,85,85,83,87,84,86,82,,85,82,73,86,1975,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
19,Porter Martone,R,94,79,MED,,,Canada,19,83,83,83,82,83,79,83,69,80,83,81,83,83,78,84,84,83,83,84,85,85,83,87,84,86,82,,85,82,73,86,1975,Interpolated (estimated from OVR),,,,,,,,,,,,4.5,HIGH
20,Simon Benoit,D,,79,LOW,2 Way D-Man,,Canada,27,79,79,77,80,80,78,86,56,86,84,79,80,80,78,81,81,80,83,80,82,83,79,87,79,87,83,,87,81,76,87,1935,Interpolated (estimated from OVR),,,,,,,,,,,,3,LOW
21,Denver Barkey,C,52,78,MED,,,Canada,21,82,82,82,81,82,79,83,69,80,83,81,83,82,77,83,84,83,83,83,84,85,83,87,83,86,82,,85,82,73,86,1966,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
22,Noel Acciari,C,,78,LOW,,,United States,34,82,82,82,81,82,79,83,69,80,83,81,83,82,77,83,84,83,83,83,84,85,83,87,83,86,82,,85,82,73,86,1966,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
23,Alex Bump,L,20,77,LOW,,,United States,22,82,82,82,81,82,78,82,69,80,83,80,83,81,76,83,83,82,83,83,84,84,82,86,82,86,82,,85,81,74,86,1958,Interpolated (estimated from OVR),,,,,,,,,,,,3,LOW
24,Anthony Richard,C,90,77,EXACT,,,,29,82,82,82,81,82,78,82,69,80,83,80,83,81,76,83,83,82,83,83,84,84,82,86,82,86,82,,85,81,74,86,1958,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
25,Helge Grans,D,3,77,MED,,,Sweden,24,77,77,75,78,79,78,85,56,87,84,77,79,77,76,80,80,78,82,79,80,82,77,87,77,86,83,,88,80,76,87,1910,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
26,Nikita Grebenkin,R,29,77,MED,,,Russia,23,82,82,82,81,82,78,82,69,80,83,80,83,81,76,83,83,82,83,83,84,84,82,86,82,86,82,,85,81,74,86,1958,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
27,Jett Luchanko,C,17,75,MED,,,,19,80,80,81,79,80,78,81,68,80,82,79,83,79,74,82,82,82,82,83,83,83,81,86,81,85,81,,85,81,74,85,1937,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
28,Oliver Bonk,D,59,75,MED,,,Canada,21,75,75,73,76,77,78,84,57,88,83,76,78,75,75,79,78,77,81,78,79,80,75,86,75,86,83,,89,79,77,87,1888,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,HIGH
29,Jacob Gaucher,C,78,74,MED,,,Canada,25,80,80,80,78,80,78,81,68,79,82,78,83,78,73,82,82,81,82,83,83,83,80,86,80,85,81,,85,80,75,85,1929,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
30,Garrett Wilson,L,10,73,EXACT,,,Canada,35,79,79,80,77,79,78,81,68,79,82,77,83,77,72,82,81,81,81,82,83,83,80,86,80,85,81,,85,80,75,85,1921,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
31,Danila Klimovich,R,,72,MED,,,,23,78,78,79,76,78,77,80,68,79,82,77,83,76,71,81,81,80,81,82,82,82,79,85,79,85,81,,85,79,75,85,1908,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
32,Hunter McDonald,D,75,71,MED,,,United States,24,74,75,72,75,75,78,83,57,89,82,76,77,75,75,76,76,75,78,75,76,78,72,85,72,85,83,,90,77,78,86,1860,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
33,Oscar Eklind,L,43,70,EXACT,,,Sweden,28,77,77,78,75,77,77,79,67,79,82,76,83,75,70,81,80,79,80,82,82,81,78,85,78,84,81,,86,78,76,85,1895,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
34,Aleksei Kolosov,G,35,71,--,,,Belarus,24,,,,63,,,,,,,,,,,,,71,,77,72,,,,,,,,,76,,,1147,Goalie: fully estimated (no site OVR or attributes),73,75,69,69,72,73,69,74,67,76,71,3.5,MED
35,Carson Bjarnason,G,64,69,--,,,Canada,21,,,,56,,,,,,,,,,,,,65,,73,65,,,,,,,,,74,,,1082,Goalie: fully estimated (no site OVR or attributes),65,67,64,72,73,64,72,72,62,66,72,3.5,MED
