Rank,Player,Position,Number,OVR,POT,PlayerStyle,ZoneAbility,Nationality,Age,PuckSkills,Deking,HandEye,Passing,PuckControl,Defense,DefensiveAwareness,Faceoffs,ShotBlocking,StickChecking,Senses,Discipline,OffensiveAwareness,Poise,Skating,Acceleration,Agility,Balance,Endurance,Speed,Shooting,SlapShotAccuracy,SlapShotPower,WristShotAccuracy,WristShotPower,Physical,Aggressiveness,BodyChecking,Durability,FightingSkill,Strength,TotalAttributes,AttributeSource,GloveLow,StickLow,FiveHole,GloveHigh,StickHigh,PokeCheck,ReboundControl,Vision,Breakaway,Angles,Recover,Potential,Confidence
12,Dawson Mercer,C,91,83,MED,Sniper,,Canada,24,88,91,87,87,87,77,81,65,75,86,83,83,87,80,88,90,89,84,85,91,87,86,88,87,88,79,,77,85,68,84,2011,Site,,,,,,,,,,,,4,HIGH
13,Jake Allen,G,34,83,HIGH,Hybrid,,Canada,36,,,,84,,,,,,,,,,,,,85,,86,86,,,,,,,,,86,,,1331,Goalie: site OVR + estimated attribute profile,87,88,80,81,82,74,89,83,77,85,78,3,EXACT
14,Nick Bjugstad,C,72,83,MED,Power Forward,,United States,34,84,83,84,84,84,82,83,77,80,87,83,85,83,80,86,86,84,90,85,86,86,82,89,84,88,85,,88,82,80,90,2024,Site,,,,,,,,,,,,3,EXACT
15,Evgenii Dadonov,R,33,82,HIGH,,,Russia,37,85,85,84,85,85,80,84,70,81,83,83,83,85,81,85,86,85,84,84,86,86,85,87,86,87,82,,84,84,72,86,2002,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
16,Johnathan Kovacevic,D,8,82,MED,,,Canada,29,82,82,80,83,83,78,87,56,86,85,82,81,83,81,83,84,82,84,82,84,85,82,88,82,87,83,,86,83,75,87,1973,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
17,Arseny Gritsyuk,R,81,81,MED,,,Russia,25,84,85,84,84,85,80,84,70,81,83,83,83,85,80,84,85,84,84,84,85,86,84,87,85,87,81,,84,83,72,86,1994,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
18,David Rittich,G,,80,MED,Hybrid,,Czechia,33,,,,84,,,,,,,,,,,,,83,,84,84,,,,,,,,,83,,,1277,Goalie: site OVR + estimated attribute profile,83,80,81,76,79,73,77,78,77,79,76,3,EXACT
19,Jesper Boqvist,C,,80,MED,,,Sweden,27,84,84,83,83,84,79,83,70,81,83,82,83,84,79,84,85,84,84,84,85,86,84,87,84,87,82,,85,83,73,86,1988,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
20,Cody Glass,C,12,79,LOW,,,Canada,27,83,83,83,82,83,79,83,69,80,83,81,83,83,78,84,84,83,83,84,85,85,83,87,84,86,82,,85,82,73,86,1975,Interpolated (estimated from OVR),,,,,,,,,,,,3,LOW
21,Connor Brown,R,16,79,MED,,,Canada,32,83,83,83,82,83,79,83,69,80,83,81,83,83,78,84,84,83,83,84,85,85,83,87,84,86,82,,85,82,73,86,1975,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
22,Nico Daws,G,50,79,MED,Hybrid,,Germany,25,,,,84,,,,,,,,,,,,,82,,83,84,,,,,,,,,83,,,1275,Goalie: site OVR + estimated attribute profile,77,79,73,82,79,72,78,78,77,83,81,3.5,MED
23,Declan Chisholm,D,,78,MED,,,Canada,26,78,78,76,79,80,78,85,56,87,84,79,80,79,77,81,81,79,82,80,81,82,78,87,78,87,83,,88,81,76,87,1926,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
24,Riley Tufte,L,,77,EXACT,,,,28,82,82,82,81,82,78,82,69,80,83,80,83,81,76,83,83,82,83,83,84,84,82,86,82,86,82,,85,81,74,86,1958,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
25,Vladislav Kolyachonok,D,,76,MED,Defensive D-man,,Belarus,25,76,76,74,77,78,78,85,57,87,83,77,79,76,75,79,79,78,81,78,80,81,76,87,76,86,83,,88,80,76,87,1899,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
26,Marc McLaughlin,C,21,73,LOW,,,United States,27,79,79,80,77,79,78,81,68,79,82,77,83,77,72,82,81,81,81,82,83,83,80,86,80,85,81,,85,80,75,85,1921,Interpolated (estimated from OVR),,,,,,,,,,,,3,LOW
27,Topias Vilen,D,38,71,MED,,,Finland,23,74,75,72,75,75,78,83,57,89,82,76,77,75,75,76,76,75,78,75,76,78,72,85,72,85,83,,90,77,78,86,1860,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
28,Etienne Morin,D,,62,MED,,,,21,74,75,72,75,75,77,79,58,91,81,74,73,75,75,75,76,75,76,74,76,77,71,83,72,83,84,,94,75,80,86,1850,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
29,Xavier Parent,C,67,62,MED,,,Canada,25,75,76,75,75,75,75,76,65,77,81,76,83,75,70,78,76,76,77,80,79,79,75,83,77,82,80,,86,74,78,83,1854,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
