Rank,Player,Position,Number,OVR,POT,PlayerStyle,ZoneAbility,Nationality,Age,PuckSkills,Deking,HandEye,Passing,PuckControl,Defense,DefensiveAwareness,Faceoffs,ShotBlocking,StickChecking,Senses,Discipline,OffensiveAwareness,Poise,Skating,Acceleration,Agility,Balance,Endurance,Speed,Shooting,SlapShotAccuracy,SlapShotPower,WristShotAccuracy,WristShotPower,Physical,Aggressiveness,BodyChecking,Durability,FightingSkill,Strength,TotalAttributes,AttributeSource,GloveLow,StickLow,FiveHole,GloveHigh,StickHigh,PokeCheck,ReboundControl,Vision,Breakaway,Angles,Recover,Potential,Confidence
18,Matt Murray,G,30,80,Med,Hybrid,,Canada,32,,,,84,,,,,,,,,,,,,83,,84,84,,,,,,,,,83,,,1295,Goalie: site OVR + estimated attribute profile,79,76,82,79,80,73,85,84,78,80,81,3,EXACT
19,Cale Fleury,D,8,78,Low,,,Canada,27,78,78,76,79,80,78,85,56,87,84,79,80,79,77,81,81,79,82,80,81,82,78,87,78,87,83,,88,81,76,87,1926,Interpolated (estimated from OVR),,,,,,,,,,,,3,LOW
20,Joshua Mahura,D,28,78,Med,,,Canada,28,78,78,76,79,80,78,85,56,87,84,79,80,79,77,81,81,79,82,80,81,82,78,87,78,87,83,,88,81,76,87,1926,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
21,Ben Meyers,C,59,77,Med,,,United States,27,82,82,82,81,82,78,82,69,80,83,80,83,81,76,83,83,82,83,83,84,84,82,86,82,86,82,,85,81,74,86,1958,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
22,Berkly Catton,C,27,77,Med,,,Canada,20,82,82,82,81,82,78,82,69,80,83,80,83,81,76,83,83,82,83,83,84,84,82,86,82,86,82,,85,81,74,86,1958,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
23,Ryan Winterton,C,26,76,Med,,,Canada,22,81,81,81,80,81,78,82,69,80,82,79,83,80,75,83,83,82,82,83,84,84,82,86,82,86,81,,85,81,74,85,1949,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
24,Curtis Douglas,C,,75,Med,,,Canada,26,80,80,81,79,80,78,81,68,80,82,79,83,79,74,82,82,82,82,83,83,83,81,86,81,85,81,,85,81,74,85,1937,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
25,Jacob Melanson,R,63,75,Med,,,,23,80,80,81,79,80,78,81,68,80,82,79,83,79,74,82,82,82,82,83,83,83,81,86,81,85,81,,85,81,74,85,1937,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
26,Jani Nyman,R,38,75,Med,,,,22,80,80,81,79,80,78,81,68,80,82,79,83,79,74,82,82,82,82,83,83,83,81,86,81,85,81,,85,81,74,85,1937,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,HIGH
27,Logan Morrison,C,96,75,Med,,,,24,80,80,81,79,80,78,81,68,80,82,79,83,79,74,82,82,82,82,83,83,83,81,86,81,85,81,,85,81,74,85,1937,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
28,Oscar Fisker Molgaard,C,78,75,Med,,,,21,80,80,81,79,80,78,81,68,80,82,79,83,79,74,82,82,82,82,83,83,83,81,86,81,85,81,,85,81,74,85,1937,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
29,Nikke Kokko,G,39,73,,,,,22,,,,62,,,,,,,,,,,,,70,,76,72,,,,,,,,,80,,,1171,Goalie: fully estimated (no site OVR or attributes),75,78,71,79,69,71,69,72,73,76,78,3,LOW
30,Victor Ostman,G,1,75,,,,,25,,,,63,,,,,,,,,,,,,68,,78,77,,,,,,,,,75,,,1193,Goalie: fully estimated (no site OVR or attributes),76,77,72,72,74,71,79,79,73,81,78,3,LOW
