Rank,Player,Position,Number,OVR,POT,PlayerStyle,ZoneAbility,Nationality,Age,PuckSkills,Deking,HandEye,Passing,PuckControl,Defense,DefensiveAwareness,Faceoffs,ShotBlocking,StickChecking,Senses,Discipline,OffensiveAwareness,Poise,Skating,Acceleration,Agility,Balance,Endurance,Speed,Shooting,SlapShotAccuracy,SlapShotPower,WristShotAccuracy,WristShotPower,Physical,Aggressiveness,BodyChecking,Durability,FightingSkill,Strength,TotalAttributes,AttributeSource,GloveLow,StickLow,FiveHole,GloveHigh,StickHigh,PokeCheck,ReboundControl,Vision,Breakaway,Angles,Recover,Potential,Confidence
16,Ryan Poehling,C,25,80,Med,,,United States,27,84,84,83,83,84,79,83,70,81,83,82,83,84,79,84,85,84,84,84,85,86,84,87,84,87,82,,85,83,73,86,1988,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
17,A.J. Greer,L,10,79,Med,,,Canada,29,83,83,83,82,83,79,83,69,80,83,81,83,83,78,84,84,83,83,84,85,85,83,87,84,86,82,,85,82,73,86,1975,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
18,Sam Colangelo,R,12,79,Med,Power Forward,,United States,24,83,83,83,82,83,79,83,69,80,83,81,83,83,78,84,84,83,83,84,85,85,83,87,84,86,82,,85,82,73,86,1975,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
19,Noah Philp,C,,78,Exact,,,Canada,27,82,82,82,81,82,79,83,69,80,83,81,83,82,77,83,84,83,83,83,84,85,83,87,83,86,82,,85,82,73,86,1966,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
20,Ian Moore,D,3,77,Med,,,United States,24,77,77,75,78,79,78,85,56,87,84,77,79,77,76,80,80,78,82,79,80,82,77,87,77,86,83,,88,80,76,87,1910,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
21,Tristan Luneau,D,67,77,Med,2 Way D-Man,,Canada,22,77,77,75,78,79,78,85,56,87,84,77,79,77,76,80,80,78,82,79,80,82,77,87,77,86,83,,88,80,76,87,1910,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
22,Corey Schueneman,D,,75,Exact,,,,30,75,75,73,76,77,78,84,57,88,83,76,78,75,75,79,78,77,81,78,79,80,75,86,75,86,83,,89,79,77,87,1888,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
23,Drew Helleson,D,14,75,Med,,,United States,25,75,75,73,76,77,78,84,57,88,83,76,78,75,75,79,78,77,81,78,79,80,75,86,75,86,83,,89,79,77,87,1888,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
24,James Hamblin,L,,75,Med,Sniper,,Canada,27,80,80,81,79,80,78,81,68,80,82,79,83,79,74,82,82,82,82,83,83,83,81,86,81,85,81,,85,81,74,85,1937,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
25,Jeff Malott,L,,75,Exact,,,Canada,30,80,80,81,79,80,78,81,68,80,82,79,83,79,74,82,82,82,82,83,83,83,81,86,81,85,81,,85,81,74,85,1937,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
26,Nathan Gaucher,C,41,75,Med,,,,22,80,80,81,79,80,78,81,68,80,82,79,83,79,74,82,82,82,82,83,83,83,81,86,81,85,81,,85,81,74,85,1937,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
27,Tim Washe,C,42,75,Med,,,United States,24,80,80,81,79,80,78,81,68,80,82,79,83,79,74,82,82,82,82,83,83,83,81,86,81,85,81,,85,81,74,85,1937,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
28,Tyson Hinds,D,60,75,Med,,,Canada,23,75,75,73,76,77,78,84,57,88,83,76,78,75,75,79,78,77,81,78,79,80,75,86,75,86,83,,89,79,77,87,1888,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
29,Anton Wahlberg,C,,74,Med,,,,21,80,80,80,78,80,78,81,68,79,82,78,83,78,73,82,82,81,82,83,83,83,80,86,80,85,81,,85,80,75,85,1929,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
30,Nikita Nesterenko,C,13,74,Med,,,United States,24,80,80,80,78,80,78,81,68,79,82,78,83,78,73,82,82,81,82,83,83,83,80,86,80,85,81,,85,80,75,85,1929,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
31,Jett Woo,D,,73,Med,,,,26,74,75,72,75,75,78,83,57,88,83,76,78,75,75,77,77,75,79,77,78,80,74,86,73,85,83,,89,78,77,87,1871,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
32,Noah Warren,D,47,71,Med,,,,22,74,75,72,75,75,78,83,57,89,82,76,77,75,75,76,76,75,78,75,76,78,72,85,72,85,83,,90,77,78,86,1860,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
33,Stian Solberg,D,50,70,Med,,,,20,74,75,72,75,75,78,82,57,89,82,76,77,75,75,76,76,75,78,75,76,78,71,85,72,85,83,,91,76,78,86,1858,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
34,Judd Caulfield,R,75,69,Med,,,,25,76,76,78,75,76,76,79,67,78,81,76,83,75,70,80,79,79,80,82,81,81,77,85,77,84,81,,86,78,76,84,1886,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
35,Nico Myatovic,L,48,69,Med,,,,21,76,76,78,75,76,76,79,67,78,81,76,83,75,70,80,79,79,80,82,81,81,77,85,77,84,81,,86,78,76,84,1886,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
1,Damian Clara,G,68,68,,,,Italy,21,,,,57,,,,,,,,,,,,,65,,75,69,,,,,,,,,74,,,1081,Goalie: fully estimated (no site OVR or attributes),72,64,71,70,64,63,67,64,71,65,70,3,LOW
2,Vyacheslav Buteyets,G,32,68,,,,Russia,24,,,,61,,,,,,,,,,,,,65,,70,62,,,,,,,,,71,,,1070,Goalie: fully estimated (no site OVR or attributes),71,67,64,69,64,61,65,71,70,67,72,3,LOW
