Rank,Player,Position,Number,OVR,POT,PlayerStyle,ZoneAbility,Nationality,Age,PuckSkills,Deking,HandEye,Passing,PuckControl,Defense,DefensiveAwareness,Faceoffs,ShotBlocking,StickChecking,Senses,Discipline,OffensiveAwareness,Poise,Skating,Acceleration,Agility,Balance,Endurance,Speed,Shooting,SlapShotAccuracy,SlapShotPower,WristShotAccuracy,WristShotPower,Physical,Aggressiveness,BodyChecking,Durability,FightingSkill,Strength,TotalAttributes,AttributeSource,GloveLow,StickLow,FiveHole,GloveHigh,StickHigh,PokeCheck,ReboundControl,Vision,Breakaway,Angles,Recover,Potential,Confidence
21,Adam Edstrom,C,84,78,MED,,,Sweden,25,83,82,83,83,83,82,85,73,82,86,82,82,83,80,82,82,82,83,82,82,85,84,86,83,86,80,,85,80,71,85,1973,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
22,Joakim Kemell,R,25,76,MED,,,,22,82,81,83,81,81,82,85,73,82,86,80,81,82,78,81,80,81,82,81,81,84,83,86,82,85,80,,85,79,71,84,1953,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
23,Kevin Gravel,D,5,76,EXACT,,,,34,78,78,77,78,80,76,83,55,85,82,78,79,78,77,80,79,78,88,76,80,82,79,86,78,86,85,,87,81,82,89,1921,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
24,Jack Ahcan,D,,75,EXACT,,,,29,78,78,77,77,79,76,83,55,85,82,77,79,77,76,80,79,77,88,75,80,82,78,86,78,86,85,,87,80,83,89,1914,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
25,Oasiz Wiesblatt,C,97,75,MED,,,,22,81,80,82,80,81,82,85,73,82,86,80,81,81,77,81,80,81,82,81,80,84,82,85,82,85,80,,85,78,71,84,1944,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
26,Reid Schaefer,L,49,75,MED,,,,22,81,80,82,80,81,82,85,73,82,86,80,81,81,77,81,80,81,82,81,80,84,82,85,82,85,80,,85,78,71,84,1944,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,HIGH
27,Chase Bradley,L,38,72,MED,,,,24,80,79,81,79,79,82,84,73,82,87,78,80,79,75,79,78,79,81,79,79,82,81,84,80,84,79,,86,76,71,83,1919,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
28,Cole O’Hara,R,65,72,MED,,,,24,80,79,81,79,79,82,84,73,82,87,78,80,79,75,79,78,79,81,79,79,82,81,84,80,84,79,,86,76,71,83,1919,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
29,Ozzy Wiesblatt,C,89,72,MED,,,Canada,24,80,79,81,79,79,82,84,73,82,87,78,80,79,75,79,78,79,81,79,79,82,81,84,80,84,79,,86,76,71,83,1919,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
30,Adam Wilsby,D,83,71,MED,,,Sweden,25,76,76,75,76,78,76,80,55,86,81,76,77,77,75,78,76,77,88,74,77,81,76,85,78,85,85,,88,78,86,89,1893,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
31,Christoffer Sedoff,D,44,69,MED,,,,24,76,76,75,76,78,75,80,55,86,80,76,76,77,75,78,76,77,88,74,76,81,76,85,78,85,86,,89,77,88,89,1892,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
32,Hunter Skinner,D,,69,MED,,,,25,76,76,75,76,78,75,80,55,86,80,76,76,77,75,78,76,77,88,74,76,81,76,85,78,85,86,,89,77,88,89,1892,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
33,Isaac Ratcliffe,L,76,69,HIGH,,,,27,79,79,80,79,79,82,84,74,82,88,78,80,79,75,78,77,78,80,78,77,81,79,84,79,83,78,,86,74,71,83,1908,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,HIGH
34,Aiden Fink,R,18,72,--,,,Canada,21,78,78,79,76,78,77,80,68,79,82,77,83,76,71,81,81,80,81,82,82,82,79,85,79,85,81,,85,79,75,85,1908,"Estimated (NHL/AHL performance, no site rating)",,,,,,,,,,,,3.5,MED
35,Isak Posch,G,35,66,--,,,Sweden,24,,,,61,,,,,,,,,,,,,60,,72,67,,,,,,,,,71,,,1064,Goalie: fully estimated (no site OVR or attributes),67,65,66,65,67,60,71,70,68,68,66,3,LOW
36,Ryker Lee,R,,73,--,,,,19,79,79,80,77,79,78,81,68,79,82,77,83,77,72,82,81,81,81,82,83,83,80,86,80,85,81,,85,80,75,85,1921,"Estimated (NHL/AHL performance, no site rating)",,,,,,,,,,,,3.5,MED
