Rank,Player,Position,Number,OVR,POT,PlayerStyle,ZoneAbility,Nationality,Age,PuckSkills,Deking,HandEye,Passing,PuckControl,Defense,DefensiveAwareness,Faceoffs,ShotBlocking,StickChecking,Senses,Discipline,OffensiveAwareness,Poise,Skating,Acceleration,Agility,Balance,Endurance,Speed,Shooting,SlapShotAccuracy,SlapShotPower,WristShotAccuracy,WristShotPower,Physical,Aggressiveness,BodyChecking,Durability,FightingSkill,Strength,TotalAttributes,AttributeSource,GloveLow,StickLow,FiveHole,GloveHigh,StickHigh,PokeCheck,ReboundControl,Vision,Breakaway,Angles,Recover,Potential,Confidence
11,Nino Niederreiter,R,62,84,MED,,,Switzerland,33,86,87,85,86,87,80,85,71,81,83,84,83,87,83,86,87,86,85,84,86,87,86,88,87,88,82,,84,85,71,87,2022,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,EXACT
12,Stuart Skinner,G,,84,MED,Hybrid,,Canada,27,,,,84,,,,,,,,,,,,,84,,90,84,,,,,,,,,90,,,1358,Goalie: site OVR + estimated attribute profile,88,83,82,85,82,79,88,86,82,90,81,4,HIGH
13,Gustav Nyquist,R,14,83,MED,Playmaker,Puck On A String,Sweden,36,89,90,90,89,88,77,85,65,74,85,84,85,88,80,87,89,90,83,85,89,88,87,87,89,87,76,,80,75,65,83,2008,Site,,,,,,,,,,,,3.5,EXACT
14,Mario Ferraro,D,,83,MED,2 Way D-Man,X-Factor,Canada,27,82,82,81,81,84,78,87,55,86,84,81,81,81,82,86,86,83,90,85,85,86,85,87,84,87,83,,88,87,70,85,1986,Site,,,,,,,,,,,,3.5,MED
15,Vladislav Namestnikov,C,7,83,MED,,,Russia,33,86,86,85,86,86,80,85,70,81,83,84,83,86,82,85,86,85,85,84,86,87,86,88,86,87,82,,84,84,72,86,2012,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
16,Alex Iafallo,L,9,82,LOW,,,United States,32,85,85,84,85,85,80,84,70,81,83,83,83,85,81,85,86,85,84,84,86,86,85,87,86,87,82,,84,84,72,86,2002,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
17,Colin Miller,D,6,81,LOW,2 Way D-Man,,Canada,33,82,82,81,82,83,75,84,55,80,81,82,80,85,81,81,82,81,82,79,82,88,86,93,84,90,81,,89,80,70,85,1957,Site,,,,,,,,,,,,3,EXACT
18,Morgan Barron,C,36,80,MED,,,Canada,27,84,84,83,83,84,79,83,70,81,83,82,83,84,79,84,85,84,84,84,85,86,84,87,84,87,82,,85,83,73,86,1988,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
19,Haydn Fleury,D,24,79,LOW,2 Way Forward,,Canada,30,79,79,77,80,80,78,86,56,86,84,79,80,80,78,81,81,80,83,80,82,83,79,87,79,87,83,,87,81,76,87,1935,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
20,Noah Gregor,L,,79,MED,,,Canada,28,83,83,83,82,83,79,83,69,80,83,81,83,83,78,84,84,83,83,84,85,85,83,87,84,86,82,,85,82,73,86,1975,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
21,Cole Koepke,L,45,78,EXACT,,,United States,28,82,82,82,81,82,79,83,69,80,83,81,83,82,77,83,84,83,83,83,84,85,83,87,83,86,82,,85,82,73,86,1966,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
22,Isak Rosen,R,27,78,MED,,,Sweden,23,82,82,82,81,82,79,83,69,80,83,81,83,82,77,83,84,83,83,83,84,85,83,87,83,86,82,,85,82,73,86,1966,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
23,Walker Duehr,R,71,78,MED,,,United States,28,82,82,82,81,82,79,83,69,80,83,81,83,82,77,83,84,83,83,83,84,85,83,87,83,86,82,,85,82,73,86,1966,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
24,Jack St. Ivany,D,3,77,MED,,,United States,27,77,77,75,78,79,78,85,56,87,84,77,79,77,76,80,80,78,82,79,80,82,77,87,77,86,83,,88,80,76,87,1910,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
25,Isaak Phillips,D,3,76,MED,Power Forward,,Canada,24,76,76,74,77,78,78,85,57,87,83,77,79,76,75,79,79,78,81,78,80,81,76,87,76,86,83,,88,80,76,87,1899,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
26,Isaac Poulter,G,30,75,MED,,,Canada,24,,,,83,,,,,,,,,,,,,80,,80,81,,,,,,,,,80,,,1231,Goalie: site OVR + estimated attribute profile,76,74,78,80,77,71,73,77,71,77,73,3,MED
27,Nikita Chibrikov,R,90,75,MED,,,Russia,23,80,80,81,79,80,78,81,68,80,82,79,83,79,74,82,82,82,82,83,83,83,81,86,81,85,81,,85,81,74,85,1937,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
28,Parker Ford,C,25,75,MED,,,United States,26,80,80,81,79,80,78,81,68,80,82,79,83,79,74,82,82,82,82,83,83,83,81,86,81,85,81,,85,81,74,85,1937,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
29,Viggo Bjorck,C,,71,,,,,18,78,78,79,75,78,77,80,67,79,82,76,83,75,70,81,80,80,80,82,82,82,79,85,78,84,81,,85,79,76,85,1901,"Estimated (NHL/AHL performance, no site rating)",,,,,,,,,,,,3.5,MED
