Rank,Player,Position,Number,OVR,POT,PlayerStyle,ZoneAbility,Nationality,Age,PuckSkills,Deking,HandEye,Passing,PuckControl,Defense,DefensiveAwareness,Faceoffs,ShotBlocking,StickChecking,Senses,Discipline,OffensiveAwareness,Poise,Skating,Acceleration,Agility,Balance,Endurance,Speed,Shooting,SlapShotAccuracy,SlapShotPower,WristShotAccuracy,WristShotPower,Physical,Aggressiveness,BodyChecking,Durability,FightingSkill,Strength,TotalAttributes,AttributeSource,GloveLow,StickLow,FiveHole,GloveHigh,StickHigh,PokeCheck,ReboundControl,Vision,Breakaway,Angles,Recover,Potential,Confidence
20,Brandon Saad,L,20,80,LOW,,,United States,33,84,84,84,84,84,81,85,73,82,85,83,82,85,81,83,83,83,84,83,83,86,85,87,85,87,80,,85,81,71,85,1991,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
21,Ben Hutton,D,17,78,MED,,,Canada,33,80,80,79,80,81,77,84,55,85,83,80,80,80,79,82,81,80,88,78,82,84,80,87,80,87,84,,86,82,81,89,1947,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
22,Dylan Coghlan,D,52,78,MED,,,Canada,28,80,80,79,80,81,77,84,55,85,83,80,80,80,79,82,81,80,88,78,82,84,80,87,80,87,84,,86,82,81,89,1947,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
23,Parker Wotherspoon,D,,77,MED,,,Canada,28,79,79,78,79,80,77,84,55,85,83,79,80,79,78,81,80,79,88,77,81,83,79,87,79,86,85,,87,81,82,89,1935,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
24,Ville Heinola,D,,77,MED,2 Way D-Man,,Finland,25,79,79,78,79,80,77,84,55,85,83,79,80,79,78,81,80,79,88,77,81,83,79,87,79,86,85,,87,81,82,89,1935,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
25,Jonas Rondbjerg,R,46,76,MED,,,Denmark,27,82,81,83,81,81,82,85,73,82,86,80,81,82,78,81,80,81,82,81,81,84,83,86,82,85,80,,85,79,71,84,1953,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
26,Raphael Lavoie,C,36,76,MED,,,Canada,25,82,81,83,81,81,82,85,73,82,86,80,81,82,78,81,80,81,82,81,81,84,83,86,82,85,80,,85,79,71,84,1953,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,HIGH
27,Adam Ginning,D,,75,MED,,,,26,78,78,77,77,79,76,83,55,85,82,77,79,77,76,80,79,77,88,75,80,82,78,86,78,86,85,,87,80,83,89,1914,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
28,Jaycob Megna,D,88,75,LOW,Defensive D-man,,United States,33,78,78,77,77,79,76,83,55,85,82,77,79,77,76,80,79,77,88,75,80,82,78,86,78,86,85,,87,80,83,89,1914,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
29,Jeremy Davies,D,84,75,EXACT,,,,29,78,78,77,77,79,76,83,55,85,82,77,79,77,76,80,79,77,88,75,80,82,78,86,78,86,85,,87,80,83,89,1914,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
30,Lukas Cormier,D,51,75,MED,,,Canada,24,78,78,77,77,79,76,83,55,85,82,77,79,77,76,80,79,77,88,75,80,82,78,86,78,86,85,,87,80,83,89,1914,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
31,Tanner Laczynski,C,28,75,MED,,,Canada,29,81,80,82,80,81,82,85,73,82,86,80,81,81,77,81,80,81,82,81,80,84,82,85,82,85,80,,85,78,71,84,1944,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
32,Trevor Connelly,L,24,74,MED,,,United States,20,80,79,82,80,80,82,85,73,82,86,79,81,80,77,80,79,80,82,80,80,83,82,85,81,85,80,,86,78,71,84,1938,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
33,Kai Uchacz,C,77,73,MED,,,,23,80,79,81,79,80,82,85,73,82,87,78,80,79,76,80,78,80,81,80,79,82,81,85,80,84,79,,86,77,71,83,1926,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
34,Marc Gatcomb,C,,73,MED,,,United States,27,80,79,81,79,80,82,85,73,82,87,78,80,79,76,80,78,80,81,80,79,82,81,85,80,84,79,,86,77,71,83,1926,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
35,Antti Tuomisto,D,,70,MED,,,,25,76,76,75,76,78,76,80,55,86,81,76,77,77,75,78,76,77,88,74,76,81,76,85,78,85,86,,88,78,87,89,1893,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
36,Carl Lindbom,G,30,70,--,,,Sweden,23,,,,60,,,,,,,,,,,,,65,,77,70,,,,,,,,,77,,,1132,Goalie: fully estimated (no site OVR or attributes),72,69,73,73,75,69,74,68,68,69,73,3,LOW
