Rank,Player,Position,Number,OVR,POT,PlayerStyle,ZoneAbility,Nationality,Age,PuckSkills,Deking,HandEye,Passing,PuckControl,Defense,DefensiveAwareness,Faceoffs,ShotBlocking,StickChecking,Senses,Discipline,OffensiveAwareness,Poise,Skating,Acceleration,Agility,Balance,Endurance,Speed,Shooting,SlapShotAccuracy,SlapShotPower,WristShotAccuracy,WristShotPower,Physical,Aggressiveness,BodyChecking,Durability,FightingSkill,Strength,TotalAttributes,AttributeSource,GloveLow,StickLow,FiveHole,GloveHigh,StickHigh,PokeCheck,ReboundControl,Vision,Breakaway,Angles,Recover,Potential,Confidence
19,Isac Lundestrom,C,21,80,MED,,,Sweden,26,84,84,83,83,84,79,83,70,81,83,82,83,84,79,84,85,84,84,84,85,86,84,87,84,87,82,,85,83,73,86,1988,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
20,Miles Wood,L,11,80,MED,,,United States,30,84,84,83,83,84,79,83,70,81,83,82,83,84,79,84,85,84,84,84,85,86,84,87,84,87,82,,85,83,73,86,1988,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
21,Pheonix Copley,G,,80,MED,Hybrid,,United States,34,,,,84,,,,,,,,,,,,,83,,84,84,,,,,,,,,83,,,1306,Goalie: site OVR + estimated attribute profile,83,76,80,78,85,78,83,84,81,79,81,3,EXACT
22,Erik Gudbranson,D,44,79,LOW,,,Canada,34,79,79,77,80,80,78,86,56,86,84,79,80,80,78,81,81,80,83,80,82,83,79,87,79,87,83,,87,81,76,87,1935,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
23,Ryan Lomberg,L,,79,LOW,,,Canada,31,83,83,83,82,83,79,83,69,80,83,81,83,83,78,84,84,83,83,84,85,85,83,87,84,86,82,,85,82,73,86,1975,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
24,Brendan Smith,D,7,78,MED,,,Canada,37,78,78,76,79,80,78,85,56,87,84,79,80,79,77,81,81,79,82,80,81,82,78,87,78,87,83,,88,81,76,87,1926,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
25,Jake Christiansen,D,2,78,MED,,,Canada,26,78,78,76,79,80,78,85,56,87,84,79,80,79,77,81,81,79,82,80,81,82,78,87,78,87,83,,88,81,76,87,1926,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
26,Jet Greaves,G,73,73,MED,,,Canada,25,,,,82,,,,,,,,,,,,,78,,78,80,,,,,,,,,78,,,1204,Goalie: site OVR + estimated attribute profile,73,71,77,71,75,67,73,76,72,78,75,3.5,MED
27,Owen Sillinger,C,,73,EXACT,,,,28,79,79,80,77,79,78,81,68,79,82,77,83,77,72,82,81,81,81,82,83,83,80,86,80,85,81,,85,80,75,85,1921,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
28,Riley Bezeau,R,,71,MED,,,,24,78,78,79,75,78,77,80,67,79,82,76,83,75,70,81,80,80,80,82,82,82,79,85,78,84,81,,85,79,76,85,1901,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
