Rank,Player,Position,Number,OVR,POT,PlayerStyle,ZoneAbility,Nationality,Age,PuckSkills,Deking,HandEye,Passing,PuckControl,Defense,DefensiveAwareness,Faceoffs,ShotBlocking,StickChecking,Senses,Discipline,OffensiveAwareness,Poise,Skating,Acceleration,Agility,Balance,Endurance,Speed,Shooting,SlapShotAccuracy,SlapShotPower,WristShotAccuracy,WristShotPower,Physical,Aggressiveness,BodyChecking,Durability,FightingSkill,Strength,TotalAttributes,AttributeSource,GloveLow,StickLow,FiveHole,GloveHigh,StickHigh,PokeCheck,ReboundControl,Vision,Breakaway,Angles,Recover,Potential,Confidence
11,Josh Manson,D,42,85,LOW,Defensive D-man,X-Factor,United States,34,83,84,82,84,83,78,88,55,83,85,83,80,85,85,85,85,83,88,81,86,85,82,87,83,87,86,,91,80,85,89,2001,Site,,,,,,,,,,,,3.5,EXACT
12,Jaden Schwartz,C,,84,LOW,Sniper,,Canada,34,89,88,92,87,88,80,87,67,80,84,85,83,88,83,85,85,86,84,85,84,87,87,88,86,88,80,,83,86,65,85,2019,Site,,,,,,,,,,,,3,EXACT
13,Nicolas Roy,C,10,83,MED,,,Canada,29,86,86,85,86,86,81,85,73,82,84,84,83,87,83,85,85,85,85,84,85,87,86,88,86,88,81,,84,83,71,86,2016,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
14,Brett Kulak,D,27,82,MED,,,Canada,32,83,83,82,83,84,78,87,55,84,84,83,82,84,82,84,84,83,87,81,84,85,83,88,83,87,84,,85,83,78,88,1984,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,EXACT
15,Logan O’Connor,R,25,81,MED,,,United States,29,84,84,84,85,85,81,85,73,82,85,83,82,85,82,84,84,84,84,83,84,86,85,87,85,87,81,,85,82,71,85,1998,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
16,Scott Wedgewood,G,41,81,HIGH,Hybrid,,Canada,33,,,,83,,,,,,,,,,,,,86,,82,86,,,,,,,,,82,,,1309,Goalie: site OVR + estimated attribute profile,78,81,81,83,78,77,85,81,84,79,83,3,EXACT
17,Gavin Brindley,C,54,80,MED,,,,21,84,84,84,84,84,81,85,73,82,85,83,82,85,81,83,83,83,84,83,83,86,85,87,85,87,80,,85,81,71,85,1991,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
18,Alex Barre-Boulet,C,27,79,EXACT,,,,29,83,83,84,83,83,81,85,73,82,85,82,82,84,80,83,82,83,84,82,83,85,84,86,84,86,80,,85,81,71,85,1980,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
19,Fedor Svechkov,C,,79,MED,,,Russia,23,83,83,84,83,83,81,85,73,82,85,82,82,84,80,83,82,83,84,82,83,85,84,86,84,86,80,,85,81,71,85,1980,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,HIGH
20,Sam Malinski,D,70,79,MED,2 Way D-Man,,United States,28,81,81,79,81,82,77,85,55,85,83,81,81,81,80,82,82,80,87,79,82,84,81,87,81,87,84,,86,82,80,88,1955,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
21,Zachary L’Heureux,L,,79,MED,,,Canada,23,83,83,84,83,83,81,85,73,82,85,82,82,84,80,83,82,83,84,82,83,85,84,86,84,86,80,,85,81,71,85,1980,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,HIGH
22,Nick Blankenburg,D,37,78,MED,,,United States,28,80,80,79,80,81,77,84,55,85,83,80,80,80,79,82,81,80,88,78,82,84,80,87,80,87,84,,86,82,81,89,1947,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
23,Parker Kelly,C,17,78,MED,,,Canada,27,83,82,83,83,83,82,85,73,82,86,82,82,83,80,82,82,82,83,82,82,85,84,86,83,86,80,,85,80,71,85,1973,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
24,Zakhar Bardakov,C,93,78,MED,,,Russia,25,83,82,83,83,83,82,85,73,82,86,82,82,83,80,82,82,82,83,82,82,85,84,86,83,86,80,,85,80,71,85,1973,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
25,Fabian Lysell,R,23,77,MED,,,,23,82,82,83,82,82,82,85,73,82,86,81,81,82,79,82,81,82,83,81,82,84,83,86,83,86,80,,85,79,71,84,1963,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
26,Vinnie Hinostroza,C,,77,MED,,,United States,32,82,82,83,82,82,82,85,73,82,86,81,81,82,79,82,81,82,83,81,82,84,83,86,83,86,80,,85,79,71,84,1963,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
27,T.J. Tynan,C,9,76,EXACT,,,,34,82,81,83,81,81,82,85,73,82,86,80,81,82,78,81,80,81,82,81,81,84,83,86,82,85,80,,85,79,71,84,1953,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
28,Noah Juulsen,D,,75,MED,,,Canada,29,78,78,77,77,79,76,83,55,85,82,77,79,77,76,80,79,77,88,75,80,82,78,86,78,86,85,,87,80,83,89,1914,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
29,Danil Gushchin,L,75,74,LOW,,,,24,80,79,82,80,80,82,85,73,82,86,79,81,80,77,80,79,80,82,80,80,83,82,85,81,85,80,,86,78,71,84,1938,Interpolated (estimated from OVR),,,,,,,,,,,,3,LOW
30,Adam Beckman,L,,73,MED,,,,25,80,79,81,79,80,82,85,73,82,87,78,80,79,76,80,78,80,81,80,79,82,81,85,80,84,79,,86,77,71,83,1926,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
31,Taylor Makar,L,16,73,MED,,,,25,80,79,81,79,80,82,85,73,82,87,78,80,79,76,80,78,80,81,80,79,82,81,85,80,84,79,,86,77,71,83,1926,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
32,Alex Gagne,D,45,68,MED,,,,23,76,76,75,76,78,75,80,55,86,80,76,76,77,75,78,76,77,88,74,76,81,76,84,78,85,86,,89,77,89,89,1892,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
1,Magnus Chrona,G,,74,--,,,,25,,,,68,,,,,,,,,,,,,76,,78,72,,,,,,,,,84,,,1194,Goalie: fully estimated (no site OVR or attributes),75,73,75,71,74,67,75,80,77,71,78,3.5,MED
