Rank,Player,Position,Number,OVR,POT,PlayerStyle,ZoneAbility,Nationality,Age,PuckSkills,Deking,HandEye,Passing,PuckControl,Defense,DefensiveAwareness,Faceoffs,ShotBlocking,StickChecking,Senses,Discipline,OffensiveAwareness,Poise,Skating,Acceleration,Agility,Balance,Endurance,Speed,Shooting,SlapShotAccuracy,SlapShotPower,WristShotAccuracy,WristShotPower,Physical,Aggressiveness,BodyChecking,Durability,FightingSkill,Strength,TotalAttributes,AttributeSource,GloveLow,StickLow,FiveHole,GloveHigh,StickHigh,PokeCheck,ReboundControl,Vision,Breakaway,Angles,Recover,Potential,Confidence
18,Cody Ceci,D,5,81,LOW,,,Canada,32,81,81,79,82,82,78,87,56,86,84,81,81,82,80,83,83,82,84,82,83,84,81,88,81,87,82,,86,82,75,87,1961,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
19,Joel Armia,R,40,81,MED,,,Finland,33,84,85,84,84,85,80,84,70,81,83,83,83,85,80,84,85,84,84,84,85,86,84,87,85,87,81,,84,83,72,86,1994,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
20,Joel Edmundson,D,6,81,HIGH,,,Canada,33,81,81,79,82,82,78,87,56,86,84,81,81,82,80,83,83,82,84,82,83,84,81,88,81,87,82,,86,82,75,87,1961,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
21,Alex Turcotte,C,15,80,MED,,,Canada,25,84,84,83,83,84,79,83,70,81,83,82,83,84,79,84,85,84,84,84,85,86,84,87,84,87,82,,85,83,73,86,1988,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
22,Corey Perry,R,,80,HIGH,,,Canada,41,84,84,83,83,84,79,83,70,81,83,82,83,84,79,84,85,84,84,84,85,86,84,87,84,87,82,,85,83,73,86,1988,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
23,Scott Perunovich,D,,80,MED,,,United States,27,80,80,78,81,81,78,86,56,86,84,80,80,81,79,82,82,81,83,81,82,84,80,88,80,87,83,,87,82,75,87,1947,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
24,Cole Guttman,C,82,76,MED,,,,27,81,81,81,80,81,78,82,69,80,82,79,83,80,75,83,83,82,82,83,84,84,82,86,82,86,81,,85,81,74,85,1949,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
25,Jacob Moverare,D,43,75,MED,Defensive D-man,,Sweden,27,75,75,73,76,77,78,84,57,88,83,76,78,75,75,79,78,77,81,78,79,80,75,86,75,86,83,,89,79,77,87,1888,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
26,Jan Jenik,C,,74,MED,,,Czechia,25,80,80,80,78,80,78,81,68,79,82,78,83,78,73,82,82,81,82,83,83,83,80,86,80,85,81,,85,80,75,85,1929,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
27,Joe Hicketts,D,27,74,EXACT,,,,30,74,75,72,75,76,78,84,57,88,83,76,78,75,75,78,78,76,80,77,78,80,74,86,74,86,83,,89,79,77,87,1879,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
28,Samuel Helenius,C,79,74,MED,,,Finland,23,80,80,80,78,80,78,81,68,79,82,78,83,78,73,82,82,81,82,83,83,83,80,86,80,85,81,,85,80,75,85,1929,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
29,Lane Pederson,C,,73,EXACT,,,,29,79,79,80,77,79,78,81,68,79,82,77,83,77,72,82,81,81,81,82,83,83,80,86,80,85,81,,85,80,75,85,1921,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
30,Taylor Ward,R,52,73,LOW,,,Canada,28,79,79,80,77,79,78,81,68,79,82,77,83,77,72,82,81,81,81,82,83,83,80,86,80,85,81,,85,80,75,85,1921,Interpolated (estimated from OVR),,,,,,,,,,,,3,LOW
31,Kenny Connors,C,34,72,MED,,,,23,78,78,79,76,78,77,80,68,79,82,77,83,76,71,81,81,80,81,82,82,82,79,85,79,85,81,,85,79,75,85,1908,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
32,Kirill Kirsanov,D,78,69,MED,,,,23,74,75,72,75,75,78,82,57,89,82,75,76,75,75,76,76,75,77,74,76,78,71,85,72,84,83,,91,76,78,86,1854,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
1,Carter George,G,40,72,,,,Canada,20,,,,67,,,,,,,,,,,,,72,,74,76,,,,,,,,,74,,,1153,Goalie: fully estimated (no site OVR or attributes),71,71,69,74,76,74,69,73,73,72,68,3.5,MED
