Rank,Player,Position,Number,OVR,POT,PlayerStyle,ZoneAbility,Nationality,Age,PuckSkills,Deking,HandEye,Passing,PuckControl,Defense,DefensiveAwareness,Faceoffs,ShotBlocking,StickChecking,Senses,Discipline,OffensiveAwareness,Poise,Skating,Acceleration,Agility,Balance,Endurance,Speed,Shooting,SlapShotAccuracy,SlapShotPower,WristShotAccuracy,WristShotPower,Physical,Aggressiveness,BodyChecking,Durability,FightingSkill,Strength,TotalAttributes,AttributeSource,GloveLow,StickLow,FiveHole,GloveHigh,StickHigh,PokeCheck,ReboundControl,Vision,Breakaway,Angles,Recover,Potential,Confidence
14,Jordan Staal,C,11,83,HIGH,,,Canada,37,86,86,85,86,86,80,85,70,81,83,84,83,86,82,85,86,85,85,84,86,87,86,88,86,87,82,,84,84,72,86,2012,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
15,Sean Walker,D,26,83,LOW,2 Way D-Man,,Canada,31,83,85,79,85,84,79,87,55,87,87,81,80,84,80,87,88,86,86,85,88,84,80,88,80,87,82,,85,85,70,86,1987,Site,,,,,,,,,,,,3.5,EXACT
16,Eric Robinson,L,50,82,MED,2 Way Forward,,United States,31,85,85,84,85,85,80,84,70,81,83,83,83,85,81,85,86,85,84,84,86,86,85,87,86,87,82,,84,84,72,86,2002,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
17,Jalen Chatfield,D,5,81,MED,,,United States,30,81,81,79,82,82,78,87,56,86,84,81,81,82,80,83,83,82,84,82,83,84,81,88,81,87,82,,86,82,75,87,1961,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,EXACT
18,Jackson Blake,R,53,80,MED,Playmaker,,United States,23,84,84,83,83,84,79,83,70,81,83,82,83,84,79,84,85,84,84,84,85,86,84,87,84,87,82,,85,83,73,86,1988,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
19,William Carrier,L,28,80,HIGH,,,Canada,31,84,84,83,83,84,79,83,70,81,83,82,83,84,79,84,85,84,84,84,85,86,84,87,84,87,82,,85,83,73,86,1988,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
20,Mark Jankowski,C,77,79,MED,,,Canada,31,83,83,83,82,83,79,83,69,80,83,81,83,83,78,84,84,83,83,84,85,85,83,87,84,86,82,,85,82,73,86,1975,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
21,Nicolas Deslauriers,L,44,78,MED,,,Canada,35,82,82,82,81,82,79,83,69,80,83,81,83,82,77,83,84,83,83,83,84,85,83,87,83,86,82,,85,82,73,86,1966,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
22,Mike Reilly,D,6,77,MED,,,United States,33,77,77,75,78,79,78,85,56,87,84,77,79,77,76,80,80,78,82,79,80,82,77,87,77,86,83,,88,80,76,87,1910,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
23,Felix Unger Sorum,R,36,72,MED,,,,20,78,78,79,76,78,77,80,68,79,82,77,83,76,71,81,81,80,81,82,82,82,79,85,79,85,81,,85,79,75,85,1908,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
24,Kyle Masters,D,,67,MED,,,,23,74,75,72,75,75,78,81,58,90,82,75,75,75,75,75,76,75,76,74,76,78,71,84,72,84,83,,92,75,79,86,1853,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
25,Amir Miftakhov,G,35,68,,,,,26,,,,61,,,,,,,,,,,,,69,,70,66,,,,,,,,,73,,,1088,Goalie: fully estimated (no site OVR or attributes),67,68,64,72,64,68,72,71,66,69,68,3,LOW
26,Brandon Bussi,G,32,74,,,,United States,28,,,,65,,,,,,,,,,,,,72,,77,72,,,,,,,,,77,,,1183,Goalie: fully estimated (no site OVR or attributes),77,71,73,79,69,74,75,75,74,80,73,3,LOW
27,Charlie Cerrato,C,,68,,,,,21,76,76,77,75,76,76,79,67,78,81,76,83,75,70,80,79,78,79,82,81,81,77,85,77,84,81,,86,77,77,84,1883,"Estimated (NHL/AHL performance, no site rating)",,,,,,,,,,,,3,LOW
