Rank,Player,Position,Number,OVR,POT,PlayerStyle,ZoneAbility,Nationality,Age,PuckSkills,Deking,HandEye,Passing,PuckControl,Defense,DefensiveAwareness,Faceoffs,ShotBlocking,StickChecking,Senses,Discipline,OffensiveAwareness,Poise,Skating,Acceleration,Agility,Balance,Endurance,Speed,Shooting,SlapShotAccuracy,SlapShotPower,WristShotAccuracy,WristShotPower,Physical,Aggressiveness,BodyChecking,Durability,FightingSkill,Strength,TotalAttributes,AttributeSource,GloveLow,StickLow,FiveHole,GloveHigh,StickHigh,PokeCheck,ReboundControl,Vision,Breakaway,Angles,Recover,Potential,Confidence
11,Barrett Hayton,C,27,83,MED,2 Way Forward,X-Factor,Canada,26,85,85,83,85,85,83,87,81,81,83,85,81,88,85,85,86,84,83,86,87,85,82,87,85,87,82,,82,84,75,85,2017,Site,,,,,,,,,,,,3.5,MED
12,Brandon Tanev,L,13,83,LOW,,,Canada,34,86,86,85,86,86,80,85,70,81,83,84,83,86,82,85,86,85,85,84,86,87,86,88,86,87,82,,84,84,72,86,2012,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
13,Jack McBain,C,22,82,LOW,Grinder,X-Factor,Canada,26,83,83,82,81,84,81,84,74,83,83,81,80,82,80,83,83,83,84,82,83,85,83,87,82,86,88,,93,82,87,88,1999,Site,,,,,,,,,,,,3.5,LOW
14,Lawson Crouse,L,67,82,HIGH,Power Forward,,Canada,29,85,84,87,84,85,77,80,67,78,84,79,75,83,80,87,88,84,89,84,89,88,86,89,86,89,86,,89,85,80,89,2014,Site,,,,,,,,,,,,4,HIGH
15,Nate Schmidt,D,88,82,LOW,,,United States,35,82,82,80,83,83,78,87,56,86,85,82,81,83,81,83,84,82,84,82,84,85,82,88,82,87,83,,86,83,75,87,1973,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
16,Kevin Stenlund,C,82,80,MED,,,Sweden,29,84,84,83,83,84,79,83,70,81,83,82,83,84,79,84,85,84,84,84,85,86,84,87,84,87,82,,85,83,73,86,1988,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
17,Michael Carcone,L,53,80,MED,,,Canada,30,84,84,83,83,84,79,83,70,81,83,82,83,84,79,84,85,84,84,84,85,86,84,87,84,87,82,,85,83,73,86,1988,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
18,Andrew Peeke,D,,79,LOW,,,United States,28,79,79,77,80,80,78,86,56,86,84,79,80,80,78,81,81,80,83,80,82,83,79,87,79,87,83,,87,81,76,87,1935,Interpolated (estimated from OVR),,,,,,,,,,,,3,LOW
19,Daniil But,L,19,78,MED,,,Russia,21,82,82,82,81,82,79,83,69,80,83,81,83,82,77,83,84,83,83,83,84,85,83,87,83,86,82,,85,82,73,86,1966,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
20,Dmitri Simashev,D,26,78,MED,,,Russia,21,78,78,76,79,80,78,85,56,87,84,79,80,79,77,81,81,79,82,80,81,82,78,87,78,87,83,,88,81,76,87,1926,Interpolated (estimated from OVR),,,,,,,,,,,,4,HIGH
21,Kailer Yamamoto,R,56,78,MED,,,United States,27,82,82,82,81,82,79,83,69,80,83,81,83,82,77,83,84,83,83,83,84,85,83,87,83,86,82,,85,82,73,86,1966,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
22,Liam O’Brien,C,38,78,LOW,,,Canada,32,82,82,82,81,82,79,83,69,80,83,81,83,82,77,83,84,83,83,83,84,85,83,87,83,86,82,,85,82,73,86,1966,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
23,Maveric Lamoureux,D,10,78,MED,,,Canada,22,78,78,76,79,80,78,85,56,87,84,79,80,79,77,81,81,79,82,80,81,82,78,87,78,87,83,,88,81,76,87,1926,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,HIGH
24,Andrew Agozzino,L,36,76,EXACT,,,Canada,35,81,81,81,80,81,78,82,69,80,82,79,83,80,75,83,83,82,82,83,84,84,82,86,82,86,81,,85,81,74,85,1949,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
25,Joshua Roy,R,89,76,MED,,,,23,81,81,81,80,81,78,82,69,80,82,79,83,80,75,83,83,82,82,83,84,84,82,86,82,86,81,,85,81,74,85,1949,Interpolated (estimated from OVR),,,,,,,,,,,,3.5,MED
26,Kevin Rooney,C,25,76,MED,,,United States,33,81,81,81,80,81,78,82,69,80,82,79,83,80,75,83,83,82,82,83,84,84,82,86,82,86,81,,85,81,74,85,1949,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
27,Nick DeSimone,D,57,76,MED,,,United States,31,76,76,74,77,78,78,85,57,87,83,77,79,76,75,79,79,78,81,78,80,81,76,87,76,86,83,,88,80,76,87,1899,Interpolated (estimated from OVR),,,,,,,,,,,,3,EXACT
28,Ben McCartney,L,62,70,MED,,,Canada,25,77,77,78,75,77,77,79,67,79,82,76,83,75,70,81,80,79,80,82,82,81,78,85,78,84,81,,86,78,76,85,1895,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
29,Cameron Hebig,C,78,67,EXACT,,,,29,76,76,76,75,75,76,78,66,78,81,76,83,75,70,80,79,78,79,81,81,80,76,84,77,83,81,,86,77,77,84,1875,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
30,Terrell Goldsmith,D,54,62,MED,,,,21,74,75,72,75,75,77,79,58,91,81,74,73,75,75,75,76,75,76,74,76,77,71,83,72,83,84,,94,75,80,86,1850,Interpolated (estimated from OVR),,,,,,,,,,,,3,MED
31,Anson Thornton,G,34,67,,,,,23,,,,55,,,,,,,,,,,,,62,,73,68,,,,,,,,,77,,,1068,Goalie: fully estimated (no site OVR or attributes),63,71,70,67,67,63,65,64,67,71,65,3,LOW
32,Colten McIntyre,G,33,66,,,,,22,,,,60,,,,,,,,,,,,,62,,68,71,,,,,,,,,74,,,1049,Goalie: fully estimated (no site OVR or attributes),65,66,62,65,63,70,64,61,69,63,66,3,LOW
33,Jaxson Stauber,G,33,68,,,,United States,27,,,,56,,,,,,,,,,,,,62,,75,62,,,,,,,,,75,,,1092,Goalie: fully estimated (no site OVR or attributes),70,66,66,73,71,70,71,73,61,73,68,3,LOW
